"","Year","State","Crop","Area","Produced"
"1",1998,"ANDHRA PRADESH                ","BAJRA",127300,119100
"2",1999,"ANDHRA PRADESH                ","BAJRA",116603,97442
"3",2000,"ANDHRA PRADESH                ","BAJRA",143704,148488
"4",2001,"ANDHRA PRADESH                ","BAJRA",91535,71031
"5",2002,"ANDHRA PRADESH                ","BAJRA",86000,56300
"6",2003,"ANDHRA PRADESH                ","BAJRA",129000,141200
"7",2004,"ANDHRA PRADESH                ","BAJRA",93569,81283
"8",2005,"ANDHRA PRADESH                ","BAJRA",80991,82152
"9",2006,"ANDHRA PRADESH                ","BAJRA",61076,46974
"10",2007,"ANDHRA PRADESH                ","BAJRA",74000,92000
"11",2008,"ANDHRA PRADESH                ","BAJRA",59118,60189
"12",2009,"ANDHRA PRADESH                ","BAJRA",45349,53355
"13",1998,"BIHAR                         ","BAJRA",6180,3640
"14",1999,"BIHAR                         ","BAJRA",1629,990
"15",2000,"BIHAR                         ","BAJRA",1534,1266
"16",2001,"BIHAR                         ","BAJRA",828,598
"17",2002,"BIHAR                         ","BAJRA",1018,1048
"18",2003,"BIHAR                         ","BAJRA",1568,1638
"19",2004,"BIHAR                         ","BAJRA",1200,1297
"20",2005,"BIHAR                         ","BAJRA",4338,4591
"21",2006,"BIHAR                         ","BAJRA",4106,4417
"22",2007,"BIHAR                         ","BAJRA",3497,3856
"23",2008,"BIHAR                         ","BAJRA",2960,3547
"24",2000,"CHHATTISGARH                  ","BAJRA",78,31
"25",2001,"CHHATTISGARH                  ","BAJRA",80,36
"26",2002,"CHHATTISGARH                  ","BAJRA",66,26
"27",2003,"CHHATTISGARH                  ","BAJRA",47,19
"28",2004,"CHHATTISGARH                  ","BAJRA",49,17
"29",2005,"CHHATTISGARH                  ","BAJRA",81,31
"30",2006,"CHHATTISGARH                  ","BAJRA",71,34
"31",2007,"CHHATTISGARH                  ","BAJRA",67,31
"32",2008,"CHHATTISGARH                  ","BAJRA",121,48
"33",2009,"CHHATTISGARH                  ","BAJRA",57,20
"34",2010,"CHHATTISGARH                  ","BAJRA",76,37
"35",1998,"DELHI                         ","BAJRA",2595,2091
"36",1999,"DELHI                         ","BAJRA",2719,3749
"37",2000,"DELHI                         ","BAJRA",3119,4634
"38",2001,"DELHI                         ","BAJRA",2632,5140
"39",2002,"DELHI                         ","BAJRA",1552,2804
"40",2003,"DELHI                         ","BAJRA",2334,3762
"41",2004,"DELHI                         ","BAJRA",1708,3117
"42",2005,"DELHI                         ","BAJRA",1690,3031
"43",2006,"DELHI                         ","BAJRA",1592,2945
"44",2007,"DELHI                         ","BAJRA",1586,3013
"45",1998,"GUJARAT                       ","BAJRA",995486,1187873
"46",1999,"GUJARAT                       ","BAJRA",926200,850600
"47",2000,"GUJARAT                       ","BAJRA",989200,823100
"48",2001,"GUJARAT                       ","BAJRA",939800,1262300
"49",2002,"GUJARAT                       ","BAJRA",940200,907000
"50",2003,"GUJARAT                       ","BAJRA",1071200,1599800
"51",2004,"GUJARAT                       ","BAJRA",915100,1089000
"52",2005,"GUJARAT                       ","BAJRA",946000,1205800
"53",2006,"GUJARAT                       ","BAJRA",925700,956900
"54",2007,"GUJARAT                       ","BAJRA",921600,1306600
"55",2008,"GUJARAT                       ","BAJRA",703300,961300
"56",2009,"GUJARAT                       ","BAJRA",673000,828800
"57",2010,"GUJARAT                       ","BAJRA",872400,1500900
"58",1998,"HARYANA                       ","BAJRA",612311,618000
"59",1999,"HARYANA                       ","BAJRA",586877,582000
"60",2000,"HARYANA                       ","BAJRA",608321,656000
"61",2001,"HARYANA                       ","BAJRA",585474,832000
"62",2002,"HARYANA                       ","BAJRA",513720,458000
"63",2003,"HARYANA                       ","BAJRA",624014,884300
"64",2004,"HARYANA                       ","BAJRA",564924,746000
"65",2005,"HARYANA                       ","BAJRA",631290,706000
"66",2006,"HARYANA                       ","BAJRA",618622,1021000
"67",2007,"HARYANA                       ","BAJRA",627550,1156000
"68",2008,"HARYANA                       ","BAJRA",612601,1087000
"69",2009,"HARYANA                       ","BAJRA",582788,930000
"70",1998,"HIMACHAL PRADESH              ","BAJRA",469,266
"71",2000,"HIMACHAL PRADESH              ","BAJRA",116,41
"72",2001,"HIMACHAL PRADESH              ","BAJRA",110,57
"73",2002,"HIMACHAL PRADESH              ","BAJRA",102,57
"74",2003,"HIMACHAL PRADESH              ","BAJRA",312,173
"75",2004,"HIMACHAL PRADESH              ","BAJRA",281,150
"76",2005,"HIMACHAL PRADESH              ","BAJRA",304,144
"77",2006,"HIMACHAL PRADESH              ","BAJRA",360,181
"78",2008,"HIMACHAL PRADESH              ","BAJRA",203,113
"79",2010,"HIMACHAL PRADESH              ","BAJRA",208,111
"80",1999,"JAMMU & KASHMIR               ","BAJRA",13357,6396.7
"81",2000,"JAMMU & KASHMIR               ","BAJRA",13340,6188.2
"82",2001,"JAMMU & KASHMIR               ","BAJRA",13571,8056
"83",2002,"JAMMU & KASHMIR               ","BAJRA",13400,7980
"84",2003,"JAMMU & KASHMIR               ","BAJRA",16696,9978
"85",2004,"JAMMU & KASHMIR               ","BAJRA",16045,9560
"86",2007,"JAMMU & KASHMIR               ","BAJRA",10936,6461
"87",1998,"KARNATAKA                     ","BAJRA",417113,283265
"88",1999,"KARNATAKA                     ","BAJRA",421185,251109
"89",2000,"KARNATAKA                     ","BAJRA",462121,341625
"90",2001,"KARNATAKA                     ","BAJRA",209505,112241
"91",2002,"KARNATAKA                     ","BAJRA",304581,120071
"92",2003,"KARNATAKA                     ","BAJRA",318745,191455
"93",2004,"KARNATAKA                     ","BAJRA",444702,266108
"94",2005,"KARNATAKA                     ","BAJRA",430884,390613
"95",2006,"KARNATAKA                     ","BAJRA",387736,163361
"96",2007,"KARNATAKA                     ","BAJRA",431855,334875
"97",2008,"KARNATAKA                     ","BAJRA",265608,181089
"98",2009,"KARNATAKA                     ","BAJRA",305106,131046
"99",1999,"MADHYA PRADESH                ","BAJRA",137668,138796
"100",2000,"MADHYA PRADESH                ","BAJRA",164003,204348
"101",2001,"MADHYA PRADESH                ","BAJRA",161727,204585
"102",2002,"MADHYA PRADESH                ","BAJRA",167581,124680.3
"103",2003,"MADHYA PRADESH                ","BAJRA",201165,281430
"104",2004,"MADHYA PRADESH                ","BAJRA",184058,248478
"105",2005,"MADHYA PRADESH                ","BAJRA",182506,271934
"106",2007,"MADHYA PRADESH                ","BAJRA",200929,275675
"107",2008,"MADHYA PRADESH                ","BAJRA",171092,248854
"108",1999,"MAHARASHTRA                   ","BAJRA",1720700,1126300
"109",2000,"MAHARASHTRA                   ","BAJRA",1800000,1087200
"110",2001,"MAHARASHTRA                   ","BAJRA",1399200,830800
"111",2002,"MAHARASHTRA                   ","BAJRA",1547200,1146000
"112",2003,"MAHARASHTRA                   ","BAJRA",1325400,896300
"113",2004,"MAHARASHTRA                   ","BAJRA",1529100,1126300
"114",2005,"MAHARASHTRA                   ","BAJRA",1433800,932000
"115",2006,"MAHARASHTRA                   ","BAJRA",1452200,1058600
"116",2007,"MAHARASHTRA                   ","BAJRA",12830,11269
"117",2008,"MAHARASHTRA                   ","BAJRA",865400,661900
"118",2009,"MAHARASHTRA                   ","BAJRA",1033500,766300
"119",2010,"MAHARASHTRA                   ","BAJRA",1034600,1123500
"120",1999,"NAGALAND                      ","BAJRA",1500,1250
"121",2000,"NAGALAND                      ","BAJRA",1500,1250
"122",2001,"NAGALAND                      ","BAJRA",1500,1000
"123",2002,"NAGALAND                      ","BAJRA",2000,4000
"124",2003,"NAGALAND                      ","BAJRA",3000,5000
"125",2004,"NAGALAND                      ","BAJRA",2680,4000
"126",2005,"NAGALAND                      ","BAJRA",3050,3130
"127",2010,"NAGALAND                      ","BAJRA",520,450
"128",1999,"ORISSA                        ","BAJRA",8,4
"129",2000,"ORISSA                        ","BAJRA",4120,2350
"130",2001,"ORISSA                        ","BAJRA",4010,2270
"131",2002,"ORISSA                        ","BAJRA",3760,1820
"132",2003,"ORISSA                        ","BAJRA",3270,1720
"133",2004,"ORISSA                        ","BAJRA",3155,1609
"134",1999,"PONDICHERRY                   ","BAJRA",170,470
"135",2000,"PONDICHERRY                   ","BAJRA",186,513
"136",2001,"PONDICHERRY                   ","BAJRA",162,345
"137",2002,"PONDICHERRY                   ","BAJRA",207,397
"138",2003,"PONDICHERRY                   ","BAJRA",197,383
"139",1998,"PUNJAB                        ","BAJRA",4000,4000
"140",1999,"PUNJAB                        ","BAJRA",5000,4000
"141",2000,"PUNJAB                        ","BAJRA",6000,5000
"142",2002,"PUNJAB                        ","BAJRA",7000,6000
"143",2003,"PUNJAB                        ","BAJRA",8000,8000
"144",2004,"PUNJAB                        ","BAJRA",7000,7000
"145",2005,"PUNJAB                        ","BAJRA",5000,5000
"146",2006,"PUNJAB                        ","BAJRA",4000,4000
"147",2007,"PUNJAB                        ","BAJRA",3000,3000
"148",2008,"PUNJAB                        ","BAJRA",5000,5000
"149",2009,"PUNJAB                        ","BAJRA",3000,4000
"150",2010,"PUNJAB                        ","BAJRA",3000,3000
"151",1999,"RAJASTHAN                     ","BAJRA",3945217,1300764
"152",2000,"RAJASTHAN                     ","BAJRA",4636922,2046659
"153",2001,"RAJASTHAN                     ","BAJRA",5129949,3819783
"154",2002,"RAJASTHAN                     ","BAJRA",3215390,717945.1
"155",2003,"RAJASTHAN                     ","BAJRA",5868008,6669825
"156",2004,"RAJASTHAN                     ","BAJRA",4486366,3011054
"157",2005,"RAJASTHAN                     ","BAJRA",4993678,2168332
"158",2006,"RAJASTHAN                     ","BAJRA",4910409,3440400
"159",2007,"RAJASTHAN                     ","BAJRA",5108580,4240852
"160",2008,"RAJASTHAN                     ","BAJRA",5206132,4293913
"161",2009,"RAJASTHAN                     ","BAJRA",5223554,2034871
"162",1998,"TAMIL NADU                    ","BAJRA",196002,309644
"163",1999,"TAMIL NADU                    ","BAJRA",177406,258774
"164",2000,"TAMIL NADU                    ","BAJRA",129260,170372
"165",2001,"TAMIL NADU                    ","BAJRA",125093,152971
"166",2002,"TAMIL NADU                    ","BAJRA",102020,88682
"167",2003,"TAMIL NADU                    ","BAJRA",158851,172342
"168",2004,"TAMIL NADU                    ","BAJRA",97608,124300
"169",2005,"TAMIL NADU                    ","BAJRA",81925,94799
"170",2006,"TAMIL NADU                    ","BAJRA",65512,98969
"171",2007,"TAMIL NADU                    ","BAJRA",59798,85840
"172",2008,"TAMIL NADU                    ","BAJRA",55899,84021
"173",2009,"TAMIL NADU                    ","BAJRA",54427,82652
"174",1999,"UTTAR PRADESH                 ","BAJRA",835019,1165247
"175",2000,"UTTAR PRADESH                 ","BAJRA",881010,1277360
"176",2001,"UTTAR PRADESH                 ","BAJRA",850727,967732
"177",2002,"UTTAR PRADESH                 ","BAJRA",831306,1072525
"178",2003,"UTTAR PRADESH                 ","BAJRA",924202,1188103
"179",2004,"UTTAR PRADESH                 ","BAJRA",878399,1335462
"180",2005,"UTTAR PRADESH                 ","BAJRA",869288,1246252
"181",2006,"UTTAR PRADESH                 ","BAJRA",883877,1285887
"182",2007,"UTTAR PRADESH                 ","BAJRA",876979,1336355
"183",2008,"UTTAR PRADESH                 ","BAJRA",809300,1302073
"184",2009,"UTTAR PRADESH                 ","BAJRA",848617,1388711
"185",2010,"UTTAR PRADESH                 ","BAJRA",934722,1556246
"186",2000,"UTTARANCHAL                   ","BAJRA",11,15
"187",2001,"UTTARANCHAL                   ","BAJRA",44,57
"188",2002,"UTTARANCHAL                   ","BAJRA",4,5
"189",2003,"UTTARANCHAL                   ","BAJRA",3,3
"190",2006,"UTTARANCHAL                   ","BAJRA",11,13
"191",2007,"UTTARANCHAL                   ","BAJRA",42,40
"192",2008,"UTTARANCHAL                   ","BAJRA",20,19
"193",2009,"UTTARANCHAL                   ","BAJRA",1,1
"194",1999,"WEST BENGAL                   ","BAJRA",146,96
"195",2000,"WEST BENGAL                   ","BAJRA",313,256
"196",2001,"WEST BENGAL                   ","BAJRA",425,322
"197",2002,"WEST BENGAL                   ","BAJRA",332,252
"198",2003,"WEST BENGAL                   ","BAJRA",258,179
"199",2004,"WEST BENGAL                   ","BAJRA",129,45
"200",2005,"WEST BENGAL                   ","BAJRA",55,19
"201",2006,"WEST BENGAL                   ","BAJRA",79,31
"202",2007,"WEST BENGAL                   ","BAJRA",64,23
"203",2008,"WEST BENGAL                   ","BAJRA",75,26
"204",2009,"WEST BENGAL                   ","BAJRA",53,23
"205",1998,"BIHAR                         ","BARLEY",40907,47295
"206",2000,"BIHAR                         ","BARLEY",22573,26499
"207",2001,"BIHAR                         ","BARLEY",21300,26709
"208",2002,"BIHAR                         ","BARLEY",20427,23432
"209",2003,"BIHAR                         ","BARLEY",21446,24007
"210",2004,"BIHAR                         ","BARLEY",17346,18284
"211",2005,"BIHAR                         ","BARLEY",16001,16563
"212",2006,"BIHAR                         ","BARLEY",18663,19921
"213",2007,"BIHAR                         ","BARLEY",15402,18513
"214",2008,"BIHAR                         ","BARLEY",14529,15898
"215",2000,"CHHATTISGARH                  ","BARLEY",4611,3873
"216",2001,"CHHATTISGARH                  ","BARLEY",4245,3481
"217",2002,"CHHATTISGARH                  ","BARLEY",4017,3145
"218",2003,"CHHATTISGARH                  ","BARLEY",4354,4337
"219",2004,"CHHATTISGARH                  ","BARLEY",3959,3539
"220",2005,"CHHATTISGARH                  ","BARLEY",3604,2981
"221",2006,"CHHATTISGARH                  ","BARLEY",3485,2842
"222",2007,"CHHATTISGARH                  ","BARLEY",3433,3981
"223",2008,"CHHATTISGARH                  ","BARLEY",3182,2861
"224",2009,"CHHATTISGARH                  ","BARLEY",3007,2310
"225",2010,"CHHATTISGARH                  ","BARLEY",2253,1196
"226",1998,"DELHI                         ","BARLEY",305,83
"227",1999,"DELHI                         ","BARLEY",261,98
"228",2000,"DELHI                         ","BARLEY",235,75
"229",2001,"DELHI                         ","BARLEY",122,60
"230",2002,"DELHI                         ","BARLEY",85,41
"231",2003,"DELHI                         ","BARLEY",86,255
"232",2004,"DELHI                         ","BARLEY",71,191
"233",2005,"DELHI                         ","BARLEY",70,183
"234",2006,"DELHI                         ","BARLEY",75,196
"235",2007,"DELHI                         ","BARLEY",75,196
"236",1998,"HARYANA                       ","BARLEY",35348,1e+05
"237",1999,"HARYANA                       ","BARLEY",34744,102000
"238",2000,"HARYANA                       ","BARLEY",44116,118000
"239",2001,"HARYANA                       ","BARLEY",29673,86000
"240",2002,"HARYANA                       ","BARLEY",30326,81000
"241",2003,"HARYANA                       ","BARLEY",27100,73000
"242",2004,"HARYANA                       ","BARLEY",21725,58000
"243",2005,"HARYANA                       ","BARLEY",27903,79000
"244",2006,"HARYANA                       ","BARLEY",37029,115000
"245",2007,"HARYANA                       ","BARLEY",39034,120000
"246",2008,"HARYANA                       ","BARLEY",52205,185000
"247",2009,"HARYANA                       ","BARLEY",41338,137000
"248",1998,"HIMACHAL PRADESH              ","BARLEY",26752,27756
"249",1999,"HIMACHAL PRADESH              ","BARLEY",25901,32496
"250",2000,"HIMACHAL PRADESH              ","BARLEY",25639,21414
"251",2001,"HIMACHAL PRADESH              ","BARLEY",25017,34687
"252",2002,"HIMACHAL PRADESH              ","BARLEY",23596,30614
"253",2003,"HIMACHAL PRADESH              ","BARLEY",24324,25393
"254",2004,"HIMACHAL PRADESH              ","BARLEY",24427,33713
"255",2005,"HIMACHAL PRADESH              ","BARLEY",25235,29361
"256",2006,"HIMACHAL PRADESH              ","BARLEY",24098,33865
"257",2007,"HIMACHAL PRADESH              ","BARLEY",23509,30675
"258",2008,"HIMACHAL PRADESH              ","BARLEY",22601,20447
"259",1999,"JAMMU & KASHMIR               ","BARLEY",11147,5197.6
"260",2000,"JAMMU & KASHMIR               ","BARLEY",8926,4436
"261",2001,"JAMMU & KASHMIR               ","BARLEY",10023,4928
"262",2002,"JAMMU & KASHMIR               ","BARLEY",10512,5363.1
"263",2003,"JAMMU & KASHMIR               ","BARLEY",13921,8188
"264",2004,"JAMMU & KASHMIR               ","BARLEY",9936,4990
"265",2007,"JAMMU & KASHMIR               ","BARLEY",5257,3189.9
"266",2003,"JHARKHAND                     ","BARLEY",4519.82,3989.28
"267",2004,"JHARKHAND                     ","BARLEY",2962.57,1801.24
"268",1999,"MADHYA PRADESH                ","BARLEY",84318,100751
"269",2000,"MADHYA PRADESH                ","BARLEY",82716,92394
"270",2001,"MADHYA PRADESH                ","BARLEY",83716,107764
"271",2002,"MADHYA PRADESH                ","BARLEY",80761,101517
"272",2003,"MADHYA PRADESH                ","BARLEY",84256,123182
"273",2004,"MADHYA PRADESH                ","BARLEY",82522,102327
"274",2005,"MADHYA PRADESH                ","BARLEY",79165,98560
"275",2007,"MADHYA PRADESH                ","BARLEY",63722,64869
"276",2008,"MADHYA PRADESH                ","BARLEY",63711,91493
"277",2000,"NAGALAND                      ","BARLEY",1000,1500
"278",2001,"NAGALAND                      ","BARLEY",4000,8000
"279",2002,"NAGALAND                      ","BARLEY",5000,9500
"280",2003,"NAGALAND                      ","BARLEY",6000,10000
"281",2004,"NAGALAND                      ","BARLEY",4400,7000
"282",2010,"NAGALAND                      ","BARLEY",370,600
"283",1998,"PUNJAB                        ","BARLEY",31000,1e+05
"284",1999,"PUNJAB                        ","BARLEY",30000,106000
"285",2000,"PUNJAB                        ","BARLEY",32000,109000
"286",2001,"PUNJAB                        ","BARLEY",23000,78000
"287",2002,"PUNJAB                        ","BARLEY",26000,85000
"288",2003,"PUNJAB                        ","BARLEY",23000,77000
"289",2004,"PUNJAB                        ","BARLEY",22000,74000
"290",2005,"PUNJAB                        ","BARLEY",19000,63000
"291",2006,"PUNJAB                        ","BARLEY",19000,64000
"292",2007,"PUNJAB                        ","BARLEY",15000,54000
"293",2008,"PUNJAB                        ","BARLEY",15000,52000
"294",2009,"PUNJAB                        ","BARLEY",13000,44000
"295",2010,"PUNJAB                        ","BARLEY",11000,41000
"296",1999,"RAJASTHAN                     ","BARLEY",180861,365249
"297",2000,"RAJASTHAN                     ","BARLEY",225128,408688
"298",2001,"RAJASTHAN                     ","BARLEY",173664,446645
"299",2002,"RAJASTHAN                     ","BARLEY",191945,447087
"300",2003,"RAJASTHAN                     ","BARLEY",181815,408791
"301",2004,"RAJASTHAN                     ","BARLEY",175414,417605
"302",2005,"RAJASTHAN                     ","BARLEY",201626,457989
"303",2006,"RAJASTHAN                     ","BARLEY",232269,591582
"304",2007,"RAJASTHAN                     ","BARLEY",249165,538982
"305",2008,"RAJASTHAN                     ","BARLEY",284706,874435
"306",2009,"RAJASTHAN                     ","BARLEY",221176,615133
"307",1998,"SIKKIM                        ","BARLEY",1130,1217
"308",1999,"SIKKIM                        ","BARLEY",1140,1677
"309",2000,"SIKKIM                        ","BARLEY",1140,1210
"310",2001,"SIKKIM                        ","BARLEY",1180,1332
"311",2002,"SIKKIM                        ","BARLEY",1230,1500
"312",2003,"SIKKIM                        ","BARLEY",1230,1510
"313",2004,"SIKKIM                        ","BARLEY",1230,1520
"314",2005,"SIKKIM                        ","BARLEY",1230,1590
"315",2006,"SIKKIM                        ","BARLEY",1150,1270
"316",2007,"SIKKIM                        ","BARLEY",710,660
"317",2008,"SIKKIM                        ","BARLEY",500,470
"318",2009,"SIKKIM                        ","BARLEY",1000,920
"319",2010,"SIKKIM                        ","BARLEY",640,609
"320",1999,"UTTAR PRADESH                 ","BARLEY",312769,697504
"321",2000,"UTTAR PRADESH                 ","BARLEY",286886,604453
"322",2001,"UTTAR PRADESH                 ","BARLEY",253713,592021
"323",2002,"UTTAR PRADESH                 ","BARLEY",242586,556740
"324",2003,"UTTAR PRADESH                 ","BARLEY",233928,516818
"325",2004,"UTTAR PRADESH                 ","BARLEY",209126,413054
"326",2005,"UTTAR PRADESH                 ","BARLEY",214717,413368
"327",2006,"UTTAR PRADESH                 ","BARLEY",193273,386300
"328",2007,"UTTAR PRADESH                 ","BARLEY",155298,327908
"329",2008,"UTTAR PRADESH                 ","BARLEY",171861,376048
"330",2009,"UTTAR PRADESH                 ","BARLEY",171382,362278
"331",2010,"UTTAR PRADESH                 ","BARLEY",160617,398232
"332",2000,"UTTARANCHAL                   ","BARLEY",25797,25064
"333",2001,"UTTARANCHAL                   ","BARLEY",22875,25590
"334",2002,"UTTARANCHAL                   ","BARLEY",25664,31566
"335",2003,"UTTARANCHAL                   ","BARLEY",24940,25126
"336",2004,"UTTARANCHAL                   ","BARLEY",24180,33514
"337",2005,"UTTARANCHAL                   ","BARLEY",23420,16754
"338",2006,"UTTARANCHAL                   ","BARLEY",24080,27699
"339",2007,"UTTARANCHAL                   ","BARLEY",24704,25856
"340",2008,"UTTARANCHAL                   ","BARLEY",22596,19351
"341",2009,"UTTARANCHAL                   ","BARLEY",22206,24831
"342",1999,"WEST BENGAL                   ","BARLEY",5077,4686
"343",2000,"WEST BENGAL                   ","BARLEY",3471,1820
"344",2001,"WEST BENGAL                   ","BARLEY",2622,2825
"345",2002,"WEST BENGAL                   ","BARLEY",2459,2341
"346",2003,"WEST BENGAL                   ","BARLEY",3077,4142
"347",2004,"WEST BENGAL                   ","BARLEY",2421,4047
"348",2005,"WEST BENGAL                   ","BARLEY",2403,3000
"349",2006,"WEST BENGAL                   ","BARLEY",2848,2610
"350",2007,"WEST BENGAL                   ","BARLEY",2058,2709
"351",2008,"WEST BENGAL                   ","BARLEY",2768,4202
"352",2009,"WEST BENGAL                   ","BARLEY",1749,2352
"353",1998,"ANDHRA PRADESH                ","JOWAR",752400,522900
"354",1999,"ANDHRA PRADESH                ","JOWAR",735929,535700
"355",2000,"ANDHRA PRADESH                ","JOWAR",676928,618988
"356",2001,"ANDHRA PRADESH                ","JOWAR",639329,634051
"357",2002,"ANDHRA PRADESH                ","JOWAR",624000,607400
"358",2003,"ANDHRA PRADESH                ","JOWAR",648000,739000
"359",2004,"ANDHRA PRADESH                ","JOWAR",500393,515557
"360",2005,"ANDHRA PRADESH                ","JOWAR",444096,588027
"361",2006,"ANDHRA PRADESH                ","JOWAR",422416,410592
"362",2007,"ANDHRA PRADESH                ","JOWAR",331000,466000
"363",2008,"ANDHRA PRADESH                ","JOWAR",278584,435782
"364",2009,"ANDHRA PRADESH                ","JOWAR",384834,437202
"365",1998,"BIHAR                         ","JOWAR",2635,2477
"366",1999,"BIHAR                         ","JOWAR",28442,38407
"367",2000,"BIHAR                         ","JOWAR",1087,994
"368",2001,"BIHAR                         ","JOWAR",4388,3712
"369",2002,"BIHAR                         ","JOWAR",4402,4446
"370",2003,"BIHAR                         ","JOWAR",1513,1527
"371",2004,"BIHAR                         ","JOWAR",3755,3807
"372",2005,"BIHAR                         ","JOWAR",4112,4236
"373",2006,"BIHAR                         ","JOWAR",3397,3507
"374",2007,"BIHAR                         ","JOWAR",3426,3761
"375",2008,"BIHAR                         ","JOWAR",2399,2543
"376",2000,"CHHATTISGARH                  ","JOWAR",10386,6907
"377",2001,"CHHATTISGARH                  ","JOWAR",9423,9169
"378",2002,"CHHATTISGARH                  ","JOWAR",7798,5770
"379",2003,"CHHATTISGARH                  ","JOWAR",7595,7603
"380",2004,"CHHATTISGARH                  ","JOWAR",8388,4902
"381",2005,"CHHATTISGARH                  ","JOWAR",8455,5827
"382",2006,"CHHATTISGARH                  ","JOWAR",5192,5206
"383",2007,"CHHATTISGARH                  ","JOWAR",6988,7103
"384",2008,"CHHATTISGARH                  ","JOWAR",4707,6165
"385",2009,"CHHATTISGARH                  ","JOWAR",5074,6350
"386",2010,"CHHATTISGARH                  ","JOWAR",5094,7330
"387",1999,"D & N HAVELI                  ","JOWAR",474,379
"388",2000,"D & N HAVELI                  ","JOWAR",529,447
"389",2001,"D & N HAVELI                  ","JOWAR",501,558
"390",2002,"D & N HAVELI                  ","JOWAR",528,588
"391",2003,"D & N HAVELI                  ","JOWAR",537,564
"392",2004,"D & N HAVELI                  ","JOWAR",571,476
"393",1998,"DELHI                         ","JOWAR",9052,4058
"394",1999,"DELHI                         ","JOWAR",8515,3681
"395",2000,"DELHI                         ","JOWAR",8625,8177
"396",2001,"DELHI                         ","JOWAR",8627,8140
"397",2002,"DELHI                         ","JOWAR",9273,4015
"398",2003,"DELHI                         ","JOWAR",8686,10727
"399",2004,"DELHI                         ","JOWAR",9208,6350
"400",2005,"DELHI                         ","JOWAR",8912,7843
"401",2006,"DELHI                         ","JOWAR",8840,8354
"402",2007,"DELHI                         ","JOWAR",8837,8262
"403",1998,"GUJARAT                       ","JOWAR",238604,211703
"404",1999,"GUJARAT                       ","JOWAR",216000,260100
"405",2000,"GUJARAT                       ","JOWAR",163200,98100
"406",2001,"GUJARAT                       ","JOWAR",182400,169300
"407",2002,"GUJARAT                       ","JOWAR",155700,121700
"408",2003,"GUJARAT                       ","JOWAR",172600,173600
"409",2004,"GUJARAT                       ","JOWAR",121800,134400
"410",2005,"GUJARAT                       ","JOWAR",129100,157000
"411",2006,"GUJARAT                       ","JOWAR",146500,149300
"412",2007,"GUJARAT                       ","JOWAR",128000,156400
"413",2008,"GUJARAT                       ","JOWAR",174200,208200
"414",2009,"GUJARAT                       ","JOWAR",163400,171300
"415",2010,"GUJARAT                       ","JOWAR",125800,139000
"416",1998,"HARYANA                       ","JOWAR",124457,25000
"417",1999,"HARYANA                       ","JOWAR",111819,22000
"418",2000,"HARYANA                       ","JOWAR",109354,27800
"419",2001,"HARYANA                       ","JOWAR",103814,22000
"420",2002,"HARYANA                       ","JOWAR",113069,22000
"421",2003,"HARYANA                       ","JOWAR",100945,26000
"422",2004,"HARYANA                       ","JOWAR",94306,26000
"423",2005,"HARYANA                       ","JOWAR",88843,26000
"424",2006,"HARYANA                       ","JOWAR",88765,27000
"425",2007,"HARYANA                       ","JOWAR",90478,41000
"426",2008,"HARYANA                       ","JOWAR",86109,44000
"427",2009,"HARYANA                       ","JOWAR",77102,390
"428",2000,"HIMACHAL PRADESH              ","JOWAR",287,89.2
"429",1999,"JAMMU & KASHMIR               ","JOWAR",6,1.2
"430",2001,"JAMMU & KASHMIR               ","JOWAR",7,4
"431",2002,"JAMMU & KASHMIR               ","JOWAR",129,32
"432",2004,"JAMMU & KASHMIR               ","JOWAR",5977,3586
"433",1998,"KARNATAKA                     ","JOWAR",1849867,1643239
"434",1999,"KARNATAKA                     ","JOWAR",2023717,1790741
